gene,logFC,avg_expr,pvalue,padj,neg_log10_p,significant
SOCS3,0.38016057,4.0984354,0.04893010197095598,0.05654044600295352,1.3104238791638845,False
FN1,0.4381218,5.0165687,0.04894656035463369,0.05654639597346776,1.3102778221752254,False
COTL1,-0.149508,4.4721346,0.049942320899591615,0.05768343832246663,1.3015312791559823,False
S100A6,0.15352917,10.538883,0.05160212791264068,0.05958675278595922,1.2873323890382304,False
STEAP1,0.18154359,3.5709696,0.051822228729564775,0.05982709389236294,1.2854839131537938,False
ITPR3,0.19852304,4.4018173,0.05213963411789706,0.06017963310006586,1.282832020753725,False
H4C9,0.12690139,2.304719,0.05311245004734752,0.0612883106939159,1.2748036643594125,False
CD83,0.19916654,2.3540888,0.053227111097524635,0.06140645027402472,1.273867104528933,False
LRRC32,0.1898241,3.0115778,0.05350042571582836,0.06170752677719534,1.2716427621787805,False
HLA-A,-0.21464252,8.927532,0.05375581255067779,0.06198779122541258,1.2695745691388258,False
LIMCH1,-0.13753939,1.3426934,0.05385527395813911,0.06208816458166834,1.268771760541229,False
LCN15,0.34081352,1.2675858,0.05411978621309835,0.062378730075032675,1.266643927644538,False
DUOX2,0.53977585,2.8415146,0.05441011138757039,0.06269890687666557,1.2643203850119844,False
ISLR,0.24366236,4.084384,0.05471111892080095,0.06303124299631446,1.2619244031870636,False
GLRX,-0.18413019,3.0860846,0.05495431448909272,0.06329683769764193,1.2599982052377894,False
KLHL24,-0.11456895,2.6562052,0.055776136021720955,0.06422862277950364,1.25355157545129,False
ARHGEF17,-0.23274767,1.8431506,0.055850823393121564,0.06429981970195897,1.2529704198186826,False
BCAN-AS1,0.14956474,1.0593226,0.056167536233258854,0.06464955827953367,1.2505146258615754,False
HOTTIP,-0.24968219,1.8245422,0.05710190265337115,0.06570989948604275,1.2433494206842146,False
RPL21P16,0.34040213,3.0478735,0.05713608663082444,0.06573410795078743,1.2430895086652163,False
PEX6,0.1910479,3.524022,0.05760101729336903,0.06625375810141365,1.2395698464206202,False
DNAJC5,0.10449171,4.830472,0.058186391266561256,0.06691167348960586,1.2351785770155392,False
TGFB3,0.14868939,1.3097961,0.05833060168977403,0.06706208518024147,1.2341035437276917,False
RGMB,-0.14667296,1.9549237,0.058450138270338,0.06718406697740001,1.233214457128766,False
EMP2,0.10051584,3.8631127,0.0584790480785416,0.06720184794132567,1.232999705434624,False
EFEMP2,-0.21456814,2.6513991,0.058637850801150505,0.06735702492780404,1.2318219558687342,False
EFNA1,0.31841564,5.5709705,0.058641025902146204,0.06735702492780404,1.2317984404858962,False
ACE,-0.31720662,2.279079,0.0595057239679988,0.06833454750574047,1.2254412566554584,False
TPPP3,-0.27868772,2.9830294,0.05964666263720178,0.06848066892904911,1.2244138510513953,False
FABP3,-0.2000215,2.2237267,0.060038843734466246,0.06891510988804665,1.2215676802624837,False
SPINK4,-0.6128535,5.499133,0.060228636931181925,0.06911709539956613,1.2201969654856497,False
COX6CP1,0.38178194,1.3223448,0.0602785375730115,0.06914421266644719,1.2198372927156615,False
LINC02967,0.24110699,3.2929473,0.06027992460260865,0.06914421266644719,1.2198272995672845,False
ISG15,0.31277847,5.4163795,0.0602997710917207,0.06915111363729438,1.2196843365131034,False
HMGN2P5,0.2164352,2.262051,0.060716785923505566,0.0696133752849181,1.216691226121642,False
LENG9,-0.15010667,2.832059,0.061093972534827186,0.07002977136041631,1.21400163466726,False
BRME1,0.10581708,1.0881919,0.061247451452642133,0.07018960744057086,1.2129119778708883,False
FTH1,-0.31450415,6.0968914,0.06149194744103469,0.07042137819632924,1.2111817526944562,False
ATP9A,0.16002464,4.6301537,0.06147127826078436,0.07042137819632924,1.2113277558748623,False
KCNMB4,0.14359772,1.0220878,0.0614818400756842,0.07042137819632924,1.2112531430792988,False
AJM1,0.118095875,1.6663057,0.061910728698566994,0.07088473631619761,1.2082340842457906,False
MIR3677,0.1680004,0.75612175,0.062073922658737034,0.07105531439873745,1.2070908092268955,False
ARRDC3,0.16738605,3.558892,0.06227925929761934,0.07127404359993059,1.2056565612431205,False
LILRB2,-0.1703192,1.4187796,0.06240801425741409,0.07138871454748809,1.2047596358899963,False
AHNAK2,-0.33396256,1.4119053,0.06239555452756161,0.07138871454748809,1.2048463512298155,False
MFHAS1,0.10442805,3.355515,0.06285757762180211,0.07188652518504357,1.20164235964926,False
RPL17P18,-0.15012407,2.080414,0.06303523594894934,0.07207321741247352,1.2004166172073636,False
HMGB1P10,0.20644403,1.709199,0.06393704795236936,0.07308761768675053,1.1942474194811732,False
PKDCC,-0.17393708,3.6863556,0.06448350927877036,0.07369543917573755,1.1905513356735926,False
FHDC1,0.14663744,2.351292,0.0645479426781228,0.07375221969620979,1.1901175953460894,False
NES,0.18468261,2.8298178,0.0647643728922179,0.073982605542858,1.1886638353534333,False
NAA38,-0.13223839,4.233244,0.06564015828227666,0.07496591854988198,1.182830380375854,False
CFTR,-0.21477175,4.1353874,0.06567173479333317,0.07498485361193558,1.1826215111797327,False
SMAGP,0.17116022,4.143012,0.06608995897269275,0.07544515864462643,1.1798645177307,False
TRERF1,-0.09449875,1.3264065,0.06645791125935151,0.07584787863427472,1.1774533125125128,False
MUC12-AS1,0.21003419,0.9970789,0.06678178137085869,0.07620011566734218,1.1753420005374757,False
SLC44A3,-0.18103075,4.464054,0.06756775649071808,0.07707934803869276,1.1702605010820848,False
TBCAP1,-0.15783489,1.5658336,0.06783010499458192,0.07736097741170382,1.1685775106877088,False
MTURN,-0.21595716,2.3040848,0.06844361406896014,0.07804288947429891,1.1646670662150052,False
ENSG00000253047,0.12207234,0.8431861,0.06880821138229896,0.07844073344995323,1.1623597311652876,False
HCST,-0.1441716,1.1365383,0.06899737393833362,0.07862052636546675,1.1611674383322252,False
RNU6ATAC18P,-0.1431331,0.61776054,0.0689953065574897,0.07862052636546675,1.161180451371603,False
CKAP4,0.14336538,5.206749,0.06928612615517674,0.07893156317518425,1.1593537197527723,False
RAB31,0.20499873,3.070609,0.06961582091584535,0.07928908988137283,1.1572920512566012,False
TMEM38B,0.15572476,2.7184677,0.06983678063762261,0.07952263793853634,1.1559157891126457,False
CDH5,-0.17703271,2.368075,0.07000437329834015,0.07969532479319234,1.1548748279856103,False
MIR221,-0.20446813,0.7913224,0.07023770212064562,0.07994275224293834,1.1534297051407916,False
ACOX2,-0.14933872,2.4273942,0.07026788534291711,0.07995890457773909,1.1532431160190797,False
TP53I11,0.15616608,4.180607,0.07051124273297214,0.08021756852442792,1.151741630985755,False
PYGB,-0.1470623,6.9617906,0.07055780220030532,0.08025227729789049,1.151454955471833,False
GREM1,0.25818276,2.5015326,0.07142243468199738,0.08121723297930108,1.1461653494535926,False
TCEAL4,0.17205429,3.8923028,0.07297060128081212,0.0829588463856436,1.1368520751278601,False
LINC02562,0.19745767,1.98686,0.07298894411648835,0.08296083668616543,1.136742918959459,False
SNRPEP11,-0.11334664,0.6593952,0.0737083520515377,0.08375949096765646,1.1324832985129716,False
DCHS1,-0.18053555,1.6861063,0.07388588561039115,0.08394215588547052,1.1314385167739425,False
FOXO3,-0.12429619,3.3624363,0.0739743762737837,0.08402359867535632,1.1309186879719382,False
PYROXD2,-0.14750981,1.2716687,0.07399684055214349,0.08403002560997444,1.130786822972571,False
LINC00261,-0.31875682,2.2804637,0.07410024308325505,0.08412834137517604,1.1301803673304809,False
RNU6-322P,-0.20678335,1.0329976,0.07468158670865854,0.08476911090653637,1.1267864634667417,False
SNRPGP15,-0.16881299,1.4631808,0.07495685983404028,0.08506225582619187,1.1251886156276698,False
CLDN4,-0.20009804,7.6038523,0.07647373430161933,0.08676393726074351,1.1164877021873023,False
TSTD1,-0.18652534,4.714146,0.07667411315324363,0.08697154395785348,1.1153512385587798,False
ENSG00000228393,0.13383257,1.4056067,0.07685919908699926,0.08716171363914636,1.1143041454234395,False
ALDH3A1,-0.1724484,1.4932956,0.0770878212842144,0.08740115791861044,1.1130142285228866,False
LOC101928881,0.12379968,1.7209764,0.07759634347963458,0.08795776862348059,1.1101587432267648,False
GABBR1,0.15324461,1.400907,0.0777850511987297,0.08815168993509712,1.1091038580964228,False
DIO3,0.179407,1.2526705,0.0778178692400475,0.08816889784732324,1.1089206649478323,False
PARP3,-0.10978413,3.3170185,0.07853913334799088,0.08896594171725292,1.104913895327657,False
NAMPTP1,0.1798321,1.275975,0.07995462260789069,0.09054883647552739,1.097156422285933,False
HNF1A-AS1,-0.15860844,1.8968576,0.08013273158373614,0.09072999499970125,1.096190052672373,False
ENSG00000254909,0.13437855,1.2192116,0.08100753473598649,0.0916997223635799,1.0914745843056193,False
DKK3,0.12969518,2.3601937,0.08116342668377777,0.09185539461722246,1.090639625531741,False
IDO1,0.33553934,1.6354358,0.0818551011732914,0.09261722241829758,1.0869542503708116,False
ENSG00000225178,0.13723552,1.958096,0.08235298637923426,0.09315948685433739,1.0843206473198983,False
STING1,0.15737224,3.661199,0.08256221452228976,0.09337504469835983,1.083218666711146,False
WNT4,-0.12101877,1.2517357,0.08262478837108764,0.0934246815593483,1.082889639874068,False
KLHL5,-0.24128067,1.8150034,0.08318467800301903,0.0940364888119139,1.0799566601459991,False
IGKJ4,-0.3858893,3.7604418,0.08335229146954934,0.09420466938240205,1.0790824563170645,False
RPS2P40,-0.24591398,2.3656635,0.08494393258158531,0.09598184472495515,1.07086763669421,False
MIR3671,0.10849154,0.60812056,0.08500010418966504,0.09602361521652172,1.070580541944897,False
ENSG00000286451,0.13307881,2.045549,0.08514795992156454,0.09616891791457481,1.0698257529323956,False
HMGN3,0.10687637,4.5486784,0.08519247231571625,0.09619746196444924,1.0695987781931335,False
CHST13,-0.2105158,1.0384858,0.08594995047132861,0.0970308765763475,1.0657543692391147,False
CYP2B6,0.32756305,2.5381255,0.08616944207145473,0.09725670662692407,1.0646467190083893,False
PPP1R15B-AS1,0.123505235,1.5875747,0.0870178670117464,0.09819213158626314,1.0603915663706027,False
GSDMD,-0.14835739,4.3822007,0.08777863809337724,0.0990282469464996,1.0566111616218212,False
CEACAM5,-0.32546997,9.736485,0.0878796556890814,0.09911984625432145,1.0561116533062034,False
HOXA7,-0.113788605,1.7111931,0.08868528488133903,0.10000595949632277,1.0521484345650511,False
RAB23,-0.2732054,1.8975322,0.08916432674490163,0.10052347998297817,1.049808865316935,False
CIITA,-0.15400052,1.0558766,0.08921816586416968,0.10056150345375302,1.0495467091739565,False
PIM2,-0.21022749,3.9337218,0.08928901278490606,0.10061867566475778,1.0492019787425642,False
PXDC1,-0.16706085,2.6952107,0.08933454083933955,0.10064729702494316,1.0489805904335843,False
PCM1,-0.08304834,2.9039729,0.08958464609005369,0.1009063371142754,1.0477664176789125,False
GUCY1B1,-0.25291443,1.8450991,0.08969503203570801,0.10100791895913065,1.0472316106819712,False
RPL26P6,0.12642562,1.443845,0.08989473535365793,0.10121001503451692,1.0462657417907473,False
AGR2,-0.25966644,8.042094,0.09315259267111752,0.10485433664015929,1.0308050530909794,False
YWHAZP10,-0.101535976,0.934867,0.09365675908716173,0.10539810835827339,1.0284608746867017,False
NOL4L,-0.1253972,3.3428354,0.09386972396207924,0.1056140008574249,1.0274744592399507,False
PDHA1,0.086313725,4.85933,0.09425398386667957,0.10602247904013451,1.0257002842547935,False
NR4A1,0.39271355,3.3266616,0.09444612154189859,0.10621471158558096,1.0248158718081752,False
ZNF321P,0.14378572,1.2115289,0.09452741955050276,0.10628223470935773,1.0244421974990563,False
SLC39A8,-0.20381927,3.7359724,0.0946290661110625,0.10637260129391019,1.0239754459155697,False
LTBP3,-0.15955997,2.7337976,0.09490759207466264,0.10666171282834641,1.0226990450621691,False
TTC39A,-0.18248367,2.7867723,0.09596937229931002,0.10783075539248317,1.0178673457488767,False
RNU6-1016P,0.15868127,0.9675148,0.09650524311980693,0.10840849597821493,1.015449090841256,False
TMEM238,0.24115849,4.402721,0.09681829954873858,0.10873573624072168,1.01404254928328,False
ABTB2,-0.14951849,2.2068098,0.0975917959378763,0.10957982925878768,1.0105866897991522,False
H3P6,-0.19408345,3.3217597,0.09830588112928536,0.11035684904499928,1.007420499811873,False
EEF1A1P11,0.122469425,1.8788097,0.09842214169793305,0.11046256082820768,1.006907188809414,False
FRG1CP,0.17224336,2.0069847,0.09861742981110064,0.11065690059593877,1.0060463203346102,False
CLDN15,-0.24489164,3.3207266,0.09882883153044505,0.11086922989729084,1.0051163393399347,False
L1TD1,-0.31543517,1.9526452,0.09962850415277831,0.11174125634003848,1.0016163902387227,False
SHROOM2,-0.15549445,1.4103583,0.09977559893736987,0.11188113807733782,1.0009756565340266,False
ITPR2,0.10376108,1.7819607,0.10072473171926408,0.11292010282428709,0.9968638806831773,False
HAS2,0.1240288,1.4392135,0.10084456229645881,0.113029099189037,0.996347514687812,False
B3GAT1-DT,-0.115789115,0.97063684,0.10238190567229465,0.1147264743078156,0.9897767910266465,False
HLA-F,-0.23471117,4.5538254,0.10350795708218381,0.11596230907706007,0.9850262629215224,False
IFI27L2,-0.13652372,3.4522195,0.10381097107774033,0.11627572925374141,0.9837567464226188,False
RPS28P7,-0.52968884,7.134428,0.104044207777276,0.11651087097119371,0.9827820922941272,False
MLF1,0.15016544,1.3861635,0.10447422395758002,0.11696621580562025,0.9809908461445419,False
RPS3AP20,0.21456158,1.8798568,0.10499871496792908,0.11752710428467548,0.9788160160324668,False
TMEM256,0.13531637,3.466862,0.10516303514133923,0.11768468569979772,0.9781368880838038,False
PIP4P2,0.16454506,1.6677092,0.10569129943437174,0.11824938401697442,0.9759607625806158,False
UBXN10,-0.13123667,2.056889,0.10688068261131088,0.11955333625426273,0.9711007811655082,False
SPATC1L,0.1529131,1.9002732,0.10736279062254132,0.12006574661433832,0.9691462086484454,False
ZFAND2A,-0.1670425,3.1757288,0.10866810175266739,0.1214983248576335,0.9638979192607806,False
IL22RA1,-0.18595934,4.228586,0.10878085617482262,0.12159720117909975,0.9634475273324148,False
FCGR2A,0.15201354,2.1217394,0.10886748969117661,0.1216668414072157,0.9631017910950199,False
HOXA2,-0.0757646,0.95812464,0.11132642118810226,0.12438706278000253,0.9534017519774637,False
LUM,0.1926341,6.1398134,0.11192568044672223,0.12502868682609722,0.9510702566643439,False
ATP5F1D,-0.10391855,5.7263803,0.11227956564307458,0.1253959857528195,0.9496992761158026,False
MBIP,0.08315849,2.4975452,0.112316280302804,0.1254089775600759,0.9495572879663752,False
MUC3A,0.16783166,3.4005523,0.1127937883857987,0.12591403034806734,0.9477148165233417,False
ENSG00000260912,-0.16001642,1.9894614,0.11309025731686681,0.126216805041146,0.9465748077692955,False
GALNT3,0.15218496,4.5167713,0.11589391791748782,0.12931702512551643,0.93593935509924,False
MSRB1,0.11909866,4.620961,0.11628570769931089,0.12972524285956144,0.9344736597234231,False
HOXD13,0.33429998,0.91203296,0.11711042875434313,0.1306161373570635,0.9314044290198951,False
EIF5AL1,0.16745526,0.92615294,0.11766573654194269,0.13120621826710827,0.9293499823315424,False
ME3,0.10607839,2.7328925,0.11889605095783551,0.13254855179245878,0.9248325699036173,False
HK3,0.1282041,1.1880487,0.11958828707382019,0.13329055625704436,0.9223113546980407,False
SLAMF8,-0.12493676,1.0186552,0.12160157366874569,0.13547487716678647,0.9150608047406659,False
LINC00960,0.12202501,0.6677521,0.12160224974490753,0.13547487716678647,0.9150583901721586,False
ENSG00000272849,0.14239764,1.5364938,0.12339015240831999,0.13743612431312097,0.908719499341537,False
GPD1,0.28556836,1.6378825,0.12534197442829448,0.1395790361116865,0.9019034684316478,False
EIF4BP7,-0.07340455,1.3613527,0.12581460919701667,0.14007415853597938,0.9002689270523383,False
ENSG00000254343,-0.13598895,2.2241135,0.1264623844946136,0.14076400767432504,0.8980386336639542,False
GGT7,-0.1277194,3.2190557,0.1278587001785364,0.14228655706491922,0.8932697149511024,False
APOM,0.14760053,1.5731907,0.12970777314621398,0.14431216415911657,0.887033996673422,False
HSPB1P1,-0.15512109,2.1289277,0.13068991614854014,0.14537254299058971,0.8837579206826056,False
CYP4F11,0.25194216,1.7440646,0.1324577709699282,0.14730623995766037,0.8779225576358426,False
EHF,-0.16725636,5.6059613,0.13257722928199892,0.14740630340449068,0.8775310614997571,False
IRF7,0.12838626,3.3366232,0.13318843095814173,0.1480529468187436,0.8755334973072164,False
TMEM200A,-0.213655,2.300397,0.13419362992649997,0.14913717484607686,0.8722680993192691,False
NDUFA2,-0.10252857,4.458263,0.1349773413901141,0.1499415034326973,0.869739130283932,False
PIK3IP1,-0.124507904,3.5308433,0.13496154250704623,0.1499415034326973,0.8697899667373201,False
ILF3-DT,-0.096420765,3.2513912,0.13533346743678432,0.15030371772188397,0.8685947907949813,False
MUC17,0.2965963,1.3849881,0.13561525924179405,0.1505832325580658,0.867691441503878,False
RPS24P8,0.092007756,1.1552358,0.13757404354405967,0.15269039239074325,0.861463497851576,False
TNFRSF1B,0.10283375,4.3504777,0.13756409141199274,0.15269039239074325,0.8614949159321151,False
ENSG00000275557,-0.11332309,1.1535401,0.13803808986381494,0.15317142683512533,0.8600010589962017,False
NHERF2,0.09635925,4.0976815,0.1383566206106587,0.15345676642708375,0.8590000542615126,False
PDGFC,-0.11883783,1.5825542,0.1383555111874622,0.15345676642708375,0.8590035366991579,False
LSM12P1,-0.09050679,1.4862863,0.13918252771243014,0.1543385758620871,0.8564152804894318,False
OPLAH,0.12128019,3.2633138,0.13993893041574687,0.15514293837665952,0.8540614498201499,False
SPAG1,0.13161159,2.9426003,0.14005102303546693,0.15523278988635217,0.8537137144231668,False
PDE4B,-0.110517025,1.3704996,0.14044644184342703,0.15563657119174096,0.8524892590066527,False
