gene,logFC,avg_expr,pvalue,padj,neg_log10_p,significant
AKAP12,-1.2849066,2.3358474,7.381233566424939e-10,1.3608468964647748e-09,9.131871051954372,True
HEYL,0.5837766,1.7446167,7.456896890366147e-10,1.3742898802738937e-09,9.127441862039374,False
KCNE3,1.0087771,3.3055575,7.654232726936747e-10,1.4101386748225398e-09,9.116098337187577,True
KANK2,-1.2764084,3.6099176,7.703820554959362e-10,1.4187514834179304e-09,9.113293841784168,True
RPS8P8,0.699013,2.6342149,7.884184875892096e-10,1.4514331509374256e-09,9.103243200521666,False
RPS18,0.7188158,9.881718,7.995036965699314e-10,1.4712986686969663e-09,9.097179523917482,False
SCNN1A,-0.92792845,5.218992,8.10180839039515e-10,1.4903988944803441e-09,9.091418032193912,False
INAVA,-0.84818316,4.1908245,8.159551439194335e-10,1.5004691870530222e-09,9.08833371536835,False
TTC32,0.38499844,1.7916932,8.262877258064123e-10,1.518911260673552e-09,9.08286869847693,False
TSPAN8,-0.79722595,8.399647,8.296867055958949e-10,1.5245988709957642e-09,9.081085868728238,False
ENSG00000273576,0.42863965,1.7728657,8.470703671889558e-10,1.5559705495755984e-09,9.072080510787943,False
ENSG00000281420,0.481856,0.8364319,8.779680044724482e-10,1.6121336843048993e-09,9.056521310670496,False
OSCAR,0.41188252,1.1603668,8.785759519287018e-10,1.6126577678573823e-09,9.056220688263503,False
ENSG00000272006,0.4053635,0.45164552,8.866405718021701e-10,1.6268634344993948e-09,9.052252399692835,False
C1S,-0.77212,4.9022646,9.110833350408114e-10,1.6710992939119798e-09,9.040441897128957,False
SMIM33,-0.74686706,1.1086843,9.192808165759184e-10,1.6855167153940564e-09,9.036551802585512,False
CYSTM1,-0.5603938,6.1598654,9.204147757702965e-10,1.6869772283179923e-09,9.036016418052071,False
SELPLG,-0.6039181,2.773583,9.310069389034289e-10,1.7057657363565937e-09,9.031047082159109,False
MAPK8IP3,0.4604721,2.3698435,9.32475364183754e-10,1.707830337332883e-09,9.030362633342746,False
TMEM119,-0.49605966,2.7853303,9.342050076034428e-10,1.7103716726536853e-09,9.029557809100565,False
SNORA5C,0.7058333,1.8018208,9.493892748650973e-10,1.7375352761074256e-09,9.022555678761766,False
LAG3,-0.6208619,1.4435663,9.50608777280944e-10,1.7391305841217418e-09,9.021998180040123,False
RPS17P16,0.69048154,1.6469951,9.708149327576023e-10,1.775447938474035e-09,9.012863552113126,False
NBN,0.413028,3.3675656,9.726529702955166e-10,1.778158995055789e-09,9.012042082618322,False
TAPBPL,-0.60907435,4.2593946,9.747547997256515e-10,1.7813501456974625e-09,9.011104617653972,False
GZMA,-1.3789971,3.2506456,9.79737317477915e-10,1.7898014568467574e-09,9.008890349676864,True
PARD6B,0.5842756,2.046025,1.0103282397727532e-09,1.845011394763976e-09,8.99553750783818,False
RNVU1-1,0.37226826,0.48142645,1.0350368989101904e-09,1.8894430429174705e-09,8.985044167397946,False
CRYBG1,-0.6232979,3.6874413,1.0392148350350968e-09,1.896377436195432e-09,8.98329466223536,False
ITGB8-AS1,0.50906646,1.5585515,1.096356274848523e-09,1.9999202386875647e-09,8.960048293426844,False
MIX23,0.47926998,3.237701,1.1055476399700732e-09,2.015951203446523e-09,8.956422538177682,False
ZNF83,0.34511364,1.663434,1.1525204683172008e-09,2.1008393516536653e-09,8.938351352968008,False
RIGI,-0.45125222,2.5692697,1.1748051153263755e-09,2.1406798748658446e-09,8.930034171143806,False
WWC3,0.38748288,2.512416,1.1875726080433091e-09,2.163155934505117e-09,8.925339828180096,False
RASAL1,0.48103,1.6384854,1.2233493808316102e-09,2.2275116184115263e-09,8.912449493496805,False
NR0B2,1.0588597,1.2939146,1.2533323496311213e-09,2.2812747536059725e-09,8.901933750656317,True
ARL4D,-1.2918422,1.9099504,1.2598075340233633e-09,2.2922262263889435e-09,8.899695798768342,True
MAPRE3,-0.53493166,2.7373788,1.318753758303511e-09,2.398606326488743e-09,8.879836289664848,False
GIPC2,-0.6518376,3.5990572,1.3198062983869633e-09,2.3996478152490243e-09,8.879489803426408,False
NUP50-DT,0.51692915,1.4641073,1.33597722291935e-09,2.428166526570974e-09,8.874200946085596,False
CDA,-1.1956561,4.44205,1.3841346095138803e-09,2.5147794504249278e-09,8.858821671926718,True
IGLV3-16,-1.0697569,1.4275732,1.3998513373920694e-09,2.5424107108464756e-09,8.853918083449223,True
IGHV2-70D,-1.9442298,2.1467896,1.4152961859559494e-09,2.569528296942537e-09,8.849152663697549,True
SAMSN1,-0.5088289,1.302793,1.4279141103208772e-09,2.5914956630142963e-09,8.845297914783599,False
ENSG00000276529,0.46463227,2.2505574,1.4297565950097341e-09,2.593898031585149e-09,8.844737891515173,False
MBTPS1-DT,0.35034192,1.0876541,1.4539064279502798e-09,2.636754493925063e-09,8.837463543361803,False
RASSF5,-0.5661112,1.8419144,1.4793964104612678e-09,2.682009446086417e-09,8.82991543938479,False
HK2,-1.0837169,5.2866964,1.488107162883998e-09,2.696823419507064e-09,8.827365792867159,True
GPC1,0.53801537,2.5488229,1.5122136292492558e-09,2.739157629593183e-09,8.820386852055396,False
SESN1,0.4752767,2.9987106,1.5125628430613556e-09,2.739157629593183e-09,8.820286572491824,False
LRRC25,-0.5488857,1.8676665,1.673447114054466e-09,3.0294118646894753e-09,8.776388008096907,False
CCL20,1.2201025,4.077243,1.6789864167134917e-09,3.03833951631106e-09,8.774952817364179,True
ENSG00000218175,1.0840776,3.6281419,1.6919759583986331e-09,3.0607379855257472e-09,8.771605812224294,True
GPX4,0.52557945,6.1829543,1.7189983046806048e-09,3.1084960301638422e-09,8.764724551624886,False
CD82,0.6673982,3.5880604,1.7424798611604667e-09,3.149818982574958e-09,8.758832232591459,False
GPX2,1.0066366,8.100142,1.8035136400717002e-09,3.258969353219552e-09,8.743880568740423,True
ENSG00000243802,0.590925,0.7998339,1.804403885523132e-09,3.2594000822310907e-09,8.743666246382885,False
REG3A,1.9586052,1.8638241,1.830629502391479e-09,3.3055787331012622e-09,8.737399542835647,True
APOBEC3B,-1.1736494,2.50172,1.868596915842018e-09,3.3729186206534624e-09,8.72848437229983,True
LBR,0.48911715,4.60843,1.903617786174976e-09,3.4348931544117216e-09,8.720420246087212,False
AIFM3,-0.9660599,2.9037037,1.909424494240474e-09,3.444127875614131e-09,8.71909751057323,False
ADAM9,0.37264585,3.1024976,1.9458695808689166e-09,3.5086000376287712e-09,8.710886271059978,False
IGLV3-27,-1.7171237,2.8195758,1.964839480980947e-09,3.5415275432244903e-09,8.70667292384924,True
CLSTN3,0.41091156,2.4160252,1.970328050565353e-09,3.550140631649285e-09,8.705461459782917,False
KRT19,-0.748436,8.812761,1.973734049369745e-09,3.5549964866169757e-09,8.704711366697998,False
AIF1L,-0.5643506,1.4095385,2.019566594233982e-09,3.6349290752951443e-09,8.69474182160689,False
CHST15,-0.7170695,2.0262678,2.0194292186926673e-09,3.6349290752951443e-09,8.694771364316182,False
NHERF1,-0.9279852,6.0599585,2.0333634168177845e-09,3.6584444347207348e-09,8.691784994301694,False
ANKRD10-IT1,0.67313504,2.694097,2.0481205867232536e-09,3.6836701200058516e-09,8.68864447708743,False
LENG8,0.6617291,4.2389717,2.139127604834047e-09,3.845968365397424e-09,8.669763307797645,False
LYN,0.5247803,3.3243272,2.1470089230786547e-09,3.858750760385792e-09,8.66816615060997,False
RPL10AP6,0.62805605,2.3774796,2.165682153471895e-09,3.8895153618388924e-09,8.664405282300914,False
UAP1L1,0.50426495,1.9492259,2.1649125280404604e-09,3.8895153618388924e-09,8.664559646357633,False
RPS7,0.63108826,6.6772375,2.1914736917429367e-09,3.93442314496039e-09,8.659263738607764,False
TGFA,-0.75006413,2.9269352,2.1970445456571664e-09,3.943008875910206e-09,8.65816113755515,False
ENSG00000228037,-0.683264,2.1998749,2.2225574917529004e-09,3.9873654319212425e-09,8.653146996149378,False
OLFML2B,1.098483,2.3570848,2.239954622336376e-09,4.0171352624396985e-09,8.64976077964286,True
MT-CO1,-0.8099308,12.93806,2.246295292659596e-09,4.027062195517383e-09,8.648533152997572,False
SCAND1,0.5210972,4.887131,2.2882433830306244e-09,4.1007945932448466e-09,8.640497784824056,False
MYL9,-2.296835,6.6618443,2.289750139794182e-09,4.1020246144646754e-09,8.640211905795024,True
SMC1A,0.46965647,3.7959616,2.3353709633180073e-09,4.182254590469211e-09,8.631644123866293,False
ALDOC,0.86128163,3.0802693,2.3615841564950595e-09,4.227683774606264e-09,8.626796573462173,False
CTSD,-0.56607056,6.068474,2.3749130405435726e-09,4.250023336692149e-09,8.624352287809003,False
CLEC2B,-0.50091183,1.5094023,2.4040459321023888e-09,4.300618840970284e-09,8.619057238887251,False
PNMA1,-0.8268509,3.6093984,2.409992870785484e-09,4.3097154341657444e-09,8.617984242148411,False
CCDC14,0.5079552,2.1471014,2.4248346253834003e-09,4.334706159069361e-09,8.615317875095737,False
HNF4G,-0.7523005,3.5473185,2.4265817094068024e-09,4.336278966059332e-09,8.615005080261724,False
IGHV3-6,-0.9818031,1.2904851,2.4283448305306832e-09,4.3378792971251934e-09,8.614689642406017,False
RNU6-762P,0.4477539,0.80208516,2.4759714939716993e-09,4.421377667806606e-09,8.60625435968506,False
RPL18A,0.5815587,7.149514,2.499564836665938e-09,4.461915095797819e-09,8.602135593521897,False
CENPM,0.6940112,3.3262537,2.545045652987331e-09,4.5414804657161505e-09,8.594304422890032,False
TNFRSF4,0.45234227,1.3930571,2.6772697541315076e-09,4.7757220016616255e-09,8.572307868324238,False
RFLNA,-0.79648995,3.6089768,2.812833455596698e-09,5.015751525671716e-09,8.550855981114774,False
SDHAF4,0.61333704,3.037059,2.87179867790829e-09,5.119070727109252e-09,8.54184600876752,False
SGPP2,-0.68442726,4.3810387,2.8769562656586225e-09,5.126436681501466e-09,8.541066740030944,False
GALC,-0.43280005,2.4553041,2.968559571551891e-09,5.287779785450465e-09,8.527454231448493,False
MSRB3,-1.4930847,2.3174558,2.991952854460662e-09,5.327551379025395e-09,8.524045254126058,True
CCN3,-0.54602194,1.5428573,3.013943883748388e-09,5.364798653877515e-09,8.520864838021819,False
IGKV2D-40,-1.5739145,2.0806065,3.0394184406138296e-09,5.4082178658609065e-09,8.517209505928692,True
SACK1B,-0.51176095,1.9812366,3.041719972022073e-09,5.41038771259707e-09,8.516880770626047,False
CIB2,-0.5393672,2.3872216,3.1075245309830485e-09,5.525470360922917e-09,8.507585434326375,False
EVI2A,-0.5488962,1.1793194,3.173062735501089e-09,5.639997752401509e-09,8.498521341258366,False
YWHAZP4,-0.37875116,1.3423567,3.1895242377274303e-09,5.667242782031682e-09,8.496274093224672,False
PKN1,0.5541637,4.1160326,3.2079445229720726e-09,5.69794764293441e-09,8.49377315085403,False
FAM131B-AS2,0.80523324,2.7755585,3.22710378623143e-09,5.7299428022575105e-09,8.491187067114597,False
LYPLA1,0.58737135,4.294119,3.2292116646528544e-09,5.7316500970054215e-09,8.490903487414553,False
ENSG00000227719,0.6085955,1.6464443,3.272974737216708e-09,5.8072653250828745e-09,8.485057346824512,False
UNC5B,-0.8321502,3.090982,3.379611615338849e-09,5.994344830327862e-09,8.47113320593737,False
RPS6,0.6328888,9.709217,3.3948669247034075e-09,6.019267596991857e-09,8.469177244947456,False
SPI1,-0.6401503,3.2532911,3.477381865861665e-09,6.1633850866034475e-09,8.458747615002592,False
SNORD117,0.45994964,0.55837667,3.4856859533405562e-09,6.175914162545281e-09,8.457711743696226,False
ENSG00000258837,-1.5047259,2.9940352,3.497252833194522e-09,6.1942133071103826e-09,8.456272969323013,True
ELOVL6,-0.68942,2.9323664,3.519223220908818e-09,6.230919300475952e-09,8.453553185414208,False
PLAAT3,0.9278319,2.9393673,3.523805441202226e-09,6.236823789738453e-09,8.452988078167158,False
SYT11,-0.7279844,1.9275789,3.6261594402282748e-09,6.415710262258094e-09,8.440553104132126,False
FAR2,-0.4699576,3.566121,3.723468891514307e-09,6.585548092526188e-09,8.429052270207912,False
SDSL,-0.5278399,3.4184842,3.7999447325386365e-09,6.7184312810089054e-09,8.42022271983794,False
PNP,0.5932298,3.9306467,3.81022496367089e-09,6.734225810659049e-09,8.41904938191057,False
GPC6,-0.52922714,1.4189236,3.812512339645044e-09,6.735887525874636e-09,8.418788741997663,False
NECTIN1,0.6256454,3.5085516,3.833103307856263e-09,6.769875146337448e-09,8.416449475703304,False
ENSG00000278192,0.48977208,1.4785635,3.850466643025448e-09,6.798140259578827e-09,8.414486634592764,False
RPS10P13,0.6203573,1.378776,3.861117163642256e-09,6.81453788147239e-09,8.41328701973019,False
IGHV3-41,-1.0059223,1.1623422,3.954936956094247e-09,6.977658708705446e-09,8.402860435007925,True
EMP3,-0.7798259,3.931046,3.9662138409087285e-09,6.9950861391688335e-09,8.401623874239881,False
BIN1,0.39481473,3.3944888,4.008558230748616e-09,7.067274736862863e-09,8.397011803195664,False
SEPHS2,-0.63519955,6.2230167,4.214764419972984e-09,7.42820659142225e-09,8.375226694815042,False
HMGB2,0.5308409,5.692566,4.2395210185602444e-09,7.469205459056105e-09,8.37268320726264,False
BMS1P23,0.3381946,0.9455329,4.444409748243461e-09,7.827421183944102e-09,8.352185908507538,False
MIR4664,0.72199225,1.7827712,4.462804567858821e-09,7.857050295526093e-09,8.350392131075417,False
IL3RA,-0.64186835,2.8838181,4.470862567801255e-09,7.868466328407701e-09,8.349608679933556,False
MT-TY,1.1205673,4.546985,4.4768645956110475e-09,7.876257205508528e-09,8.349026040811603,True
MRPS28,0.4169929,2.0532374,4.5656481292935795e-09,8.029630899214878e-09,8.34049756227081,False
IGLV2-28,-1.9110146,3.0502343,4.597514817617444e-09,8.082831957836576e-09,8.337476862372839,True
ENSG00000233836,-0.46984434,1.1652592,4.7283543696336495e-09,8.309937380726976e-09,8.325289982420962,False
SEMA4B,-0.37183762,4.311936,4.838823692335856e-09,8.501095734954069e-09,8.315260201582342,False
SH2B3,-0.44460464,2.7842207,4.913568651261173e-09,8.629379436707365e-09,8.308602971706062,False
ENSG00000275234,-0.74494267,4.4994926,4.94463025424931e-09,8.680881766589378e-09,8.305866178190744,False
CCDC88B,0.62422705,2.3392925,4.954006503464029e-09,8.69429010786948e-09,8.305043427621662,False
IGHV3-64D,-2.362517,3.651322,4.9720244140999885e-09,8.722849849298226e-09,8.303466747511713,True
NIPSNAP3A,-0.56631446,3.9704657,4.9906238836553246e-09,8.752409476771878e-09,8.30184515932805,False
DERL3,-0.7693666,1.3849757,5.1058130118957906e-09,8.951285083968777e-09,8.291935094229936,False
VIM,-0.5833583,5.147787,5.2252883548747e-09,9.157533043944443e-09,8.281889738235963,False
ADAMTS1,-1.3305455,2.527508,5.240287162649659e-09,9.180601195952451e-09,8.28064491344814,True
SELP,-0.5920728,1.2262422,5.299021115859912e-09,9.280247138108428e-09,8.275804349879298,False
GAPDHP35,0.57361275,0.9426409,5.358726608101975e-09,9.381524173847996e-09,8.2709383992582,False
CLIP3,-1.1679417,2.257146,5.442431200628108e-09,9.524730837641072e-09,8.264207052296317,True
SYNPR-AS1,0.4092794,1.1386013,5.506682517587955e-09,9.633804264499571e-09,8.259109961621908,False
CYTIP,-0.59382796,2.0410962,5.524890831379937e-09,9.66227847390685e-09,8.257676298963702,False
LCN2,1.8443499,6.759863,5.534501292802181e-09,9.675701560842973e-09,8.256921506771157,True
IGHV1-24,-1.8742363,3.9243603,5.552236581814468e-09,9.703314543541537e-09,8.255532036791765,True
COX7A1,-1.1620667,3.3489642,5.603714285432046e-09,9.78985724219435e-09,8.25152401603857,True
CYCS,-0.5715027,5.62354,5.643192558284953e-09,9.855383440944732e-09,8.24847513038319,False
MAFB,-0.6051016,2.6272817,5.7070095639747904e-09,9.963354685710179e-09,8.243591399646942,False
CD38,-0.5559199,1.0553545,5.7426588844182385e-09,1.0022092293923627e-08,8.24088698016924,False
SNORD83A,0.594768,0.9576491,5.74665234376609e-09,1.0025562358279989e-08,8.240585075660976,False
ENPP5,0.36301553,1.2447186,5.777116490834304e-09,1.007519443814842e-08,8.238288875176874,False
MUC13,-0.8190346,7.8644676,5.813690780265452e-09,1.01354441775897e-08,8.235548071292067,False
SULF2,0.43236017,4.264493,5.867955188099451e-09,1.0226481680201203e-08,8.231513211399212,False
PFKFB2,-0.53356004,3.1993647,6.121036446448734e-09,1.0663826561757375e-08,8.213175034576217,False
RPL27AP6,0.66331387,4.3652196,6.2939889857814136e-09,1.09613183312111e-08,8.20107402141939,False
KCNK5,-0.843148,4.092974,6.412634989623967e-09,1.1164058129568188e-08,8.19296347963736,False
INPP5J,-0.8023796,2.4347718,6.450930015145312e-09,1.1226818682814675e-08,8.190377669654714,False
FTLP2,0.44269627,1.1793816,6.547863434243052e-09,1.1391550859852214e-08,8.183900387044634,False
LOC124905349,-0.8478619,2.312747,6.559907770892992e-09,1.1408535253726941e-08,8.183102266550227,False
PTPRO,0.68548346,1.4361714,6.7433557058271835e-09,1.1723497402342112e-08,8.171123931083631,False
CPXM2,-1.4404244,1.9884346,6.8285598585787156e-09,1.186750062318164e-08,8.16567087924979,True
RWDD4P2,-0.35163176,1.2526653,6.838508032731212e-09,1.188066023754554e-08,8.165038638605807,False
SACK1D,0.9919586,3.5026476,6.952204698108051e-09,1.207399218150061e-08,8.157877449167271,False
FOSL2,-0.71682024,4.742858,7.055449758710137e-09,1.2249044719982876e-08,8.151475296367442,False
LIMS2,-1.458559,2.2159612,7.105458334647884e-09,1.233158336453989e-08,8.14840790284722,True
GYG2,0.58865774,2.16874,7.115981723761699e-09,1.2345561630398506e-08,8.147765176001215,False
MIMS2,0.40910673,4.3636646,7.237720641813709e-09,1.2552411796416421e-08,8.140398183601423,False
HLA-DQA1,-0.9355798,3.400379,7.352549901701355e-09,1.2747139219315803e-08,8.13356201925748,False
SMIM10,-0.8011898,1.4841368,7.3852911884478865e-09,1.279946479800327e-08,8.131632376581821,False
PIK3R1,-0.38031006,2.9193661,7.460106359884092e-09,1.2924647193146383e-08,8.127254980679949,False
SEPTIN6,-0.77481174,2.718821,7.507492091406886e-09,1.3002237775211094e-08,8.124505116626171,False
RPS14P1,0.9395087,1.4357188,7.697890954212516e-09,1.3322760391506605e-08,8.113628245270423,False
IGHV1-67,-0.9727053,1.4477944,7.697820909644196e-09,1.3322760391506605e-08,8.113632197016178,False
MYO7B,-0.7772174,4.4282,7.701061326193247e-09,1.3323635512445063e-08,8.113449418159176,False
ACSM3,-0.53293073,1.7696357,7.955809337702114e-09,1.3759614904362008e-08,8.099315633362593,False
LMNB1,0.70794535,4.5261955,7.980659536126065e-09,1.379782077476844e-08,8.09796121628534,False
SERPINA6,-0.70807284,1.2873657,8.123931770461948e-09,1.4040670187455838e-08,8.090233732711384,False
STK38L,0.37007737,3.4154696,8.364792871938756e-09,1.4451957277019274e-08,8.07754480851961,False
HTRA3,0.90231633,3.2315006,8.435626616611969e-09,1.4569303310210655e-08,8.073882651542057,False
AKR7A3,-0.79328823,4.9574676,8.579347646466851e-09,1.4812409610612657e-08,8.066545733632726,False
ENSG00000279672,0.5342032,1.3133867,9.114833819525708e-09,1.5731504693692974e-08,8.040251244937792,False
MIR6859-1,0.4254435,0.610692,9.317317983359001e-09,1.6075427852586268e-08,8.030709082566064,False
B4GALNT3,-0.8872912,3.7971177,9.390912235357994e-09,1.6196813099962047e-08,8.027292218219607,False
TRAC,-0.83101726,4.3086686,9.718609823001888e-09,1.6756223832761878e-08,8.012395853322476,False
ENSG00000232806,-0.7568637,1.2002978,9.814281608538443e-09,1.6915342310476462e-08,8.008141484639223,False
PRRG4,-0.5050223,2.8395152,1.0068654210640224e-08,1.7347784649621336e-08,7.997028573930141,False
BIRC3,-0.7490051,2.8863258,1.064872780136431e-08,1.834090217251862e-08,7.972702274089097,False
IRS2,0.60735154,3.044788,1.0682292480486263e-08,1.839237686034136e-08,7.971335535248898,False
ZNF880,-0.41275698,1.0787802,1.0828439220169076e-08,1.8637589019223882e-08,7.965434136811106,False
LOXL1,0.58666563,1.9703727,1.111409780813527e-08,1.9122673448271283e-08,7.954125785583164,False
PKP2,-0.67416525,4.6336327,1.1132109275472136e-08,1.9147074777213854e-08,7.9534225391775895,False
FFAR4,-1.1129097,2.5494432,1.128190407899362e-08,1.9398046903359044e-08,7.94761759705353,True
KIF5B,0.33314705,5.5329766,1.1323595839437397e-08,1.9463038568988307e-08,7.946015639822169,False
ZSWIM5,-0.39017296,2.0283546,1.13533325641088e-08,1.950744426822818e-08,7.944876640517917,False
MXRA5,0.6007116,2.7075853,1.1408648687752494e-08,1.9595755217712975e-08,7.942765793110899,False
TSPAN4,-0.4490323,2.2506397,1.1427763834266776e-08,1.9621847242903118e-08,7.942038743309819,False
CFL2,-1.4407742,2.309978,1.196488431512202e-08,2.0537048258019258e-08,7.922091496093338,True
S100A13,0.45849252,2.0846295,1.1974482073401021e-08,2.0546468897393653e-08,7.92174326184061,False
AGMAT,0.6058955,3.6233745,1.2005673557740655e-08,2.059292205444366e-08,7.92061346957579,False
HOXA6,-0.44766068,1.2687372,1.2160380669234696e-08,2.085113283476457e-08,7.9150528296718035,False
TMSB10,0.5170746,11.362214,1.2324423336897155e-08,2.1125168558274177e-08,7.909233392331666,False
TNIK,-0.47287726,2.1957254,1.2350706755380359e-08,2.116296565349616e-08,7.9083081896772365,False
RGS10,-0.6922507,4.120906,1.2709321791580027e-08,2.1769992791332696e-08,7.8958776241142115,False
SIDT1,-0.63156974,1.7523727,1.2812233692450883e-08,2.1938756322689867e-08,7.892375148495861,False
MCOLN2,-1.2547975,2.3492846,1.2915841668001968e-08,2.2108595802810627e-08,7.888877287527168,True
LBH,0.4865713,3.3453248,1.3007618884151945e-08,2.225807475043112e-08,7.885802196145343,False
ENSG00000264281,-0.9529469,3.0811043,1.331752812080967e-08,2.2780581800906034e-08,7.8755763775016785,False
QKI,-0.49210024,1.5373657,1.3424739185960853e-08,2.2956120359030187e-08,7.872094142961613,False
ALDH1B1,0.52950954,5.43089,1.3568506351650175e-08,2.319402795153876e-08,7.867467957715289,False
MAGED2,0.563396,5.398634,1.3808474056257315e-08,2.359616209203232e-08,7.859854311686614,False
FUT4,0.52267814,3.080432,1.400268139714511e-08,2.391985206208594e-08,7.853788792573246,False
TINAGL1,0.3685546,4.6223173,1.4344950316059163e-08,2.4496158326603765e-08,7.843300951600535,False
ENSG00000255310,-0.39647216,0.9563539,1.4449326879218522e-08,2.466597282215521e-08,7.840152384011246,False
ISYNA1,0.43705368,2.2962523,1.4604328561503205e-08,2.4922062391643696e-08,7.835518405053817,False
PDLIM3,-1.196165,1.9141817,1.502254246720279e-08,2.5626991585129293e-08,7.823256559606568,True
ARHGAP9,-0.5002881,1.3764031,1.5230470175913757e-08,2.5972834542827004e-08,7.8172866894641535,False
RPL21,0.43947506,7.119048,1.582738210218702e-08,2.698155830580808e-08,7.800590912844261,False
CAPS,0.5240805,1.8391973,1.5924735873306937e-08,2.7138268359418775e-08,7.797927762114533,False
STMN3,0.6504264,2.8221805,1.6036111968824143e-08,2.731875974246021e-08,7.794900920039831,False
GMPR,0.5886538,2.073401,1.6204230481973064e-08,2.7595760357583555e-08,7.790371588227452,False
SCAMP5,-0.72890186,2.1023853,1.6245132529866056e-08,2.765599681625137e-08,7.789276741274693,False
PCK2,-0.73903465,5.061709,1.6303816756521997e-08,2.7746454657117084e-08,7.787710714475931,False
LY75,0.43927145,2.0970798,1.632362015226308e-08,2.777070458023661e-08,7.7871835197365185,False
GIRGL,0.54763913,1.6456056,1.647068865714653e-08,2.8011375267256e-08,7.783288242132848,False
RGL3,0.48038578,0.88826287,1.661659379143296e-08,2.824990443970241e-08,7.779457996748895,False
FDCSP,-2.0379245,2.1901774,1.717464410249183e-08,2.9188722132039137e-08,7.76511225374005,True
GPX1P1,0.91489255,1.4617331,1.7434884565896005e-08,2.962093877997962e-08,7.758580923685788,False
BIK,0.65835905,4.1179943,1.761910854649971e-08,2.9923757721636736e-08,7.754016068859842,False
CYP2C18,-1.0599657,1.3666968,1.7947569603936488e-08,3.0471255694289455e-08,7.745994353718673,True
PDGFA,-0.36971498,3.1230655,1.798078838930765e-08,3.051729190310192e-08,7.745191270021062,False
TUBB2B,-0.8068209,1.3268298,1.822392921410572e-08,3.091945913489264e-08,7.739357980160442,False
LIX1L,-0.572407,2.205843,1.8255322365615446e-08,3.096221568116595e-08,7.738610493562142,False
SLC2A4RG,0.32825541,4.145687,1.839894160003339e-08,3.119522143105017e-08,7.735207159082083,False
ECM1,0.554368,3.3411756,1.9288972340812106e-08,3.269317345900357e-08,7.7146909096605905,False
IGHJ1,-1.3140583,2.8155258,1.9418693965754794e-08,3.2901887437741094e-08,7.711779982591738,True
ENSG00000280202,-0.5973356,2.6512456,1.9486816535765775e-08,3.3006125568708967e-08,7.71025910361584,False
LINC03078,-1.8848403,2.1793895,1.9619419636676986e-08,3.3219471108494726e-08,7.70731384365926,True
PPP1R14C,-0.8009381,3.496739,1.9659853758647777e-08,3.327666512973557e-08,7.706419717025171,False
SIVA1,0.4595065,3.766769,1.9997848060430265e-08,3.383730636282617e-08,7.699016735624163,False
RPS14,0.57036924,7.505718,2.0141569263388962e-08,3.406896018841164e-08,7.695906695853875,False
BCL2L10,-0.5321454,1.0732181,2.0335073639021614e-08,3.438463584548802e-08,7.691754250554066,False
MAB21L2,-1.6533225,1.8350967,2.0470980080740503e-08,3.4602738473192195e-08,7.688861364300461,True
NRBP2,0.4619832,2.1088347,2.0671928434784283e-08,3.4930598909740253e-08,7.684619007188884,False
IL2RB,-0.6895454,2.1314054,2.100726590804078e-08,3.54852464662851e-08,7.677630467266469,False
PRR15,-0.83390284,6.109208,2.1186555776778906e-08,3.577601448290933e-08,7.673939639264515,False
PRTFDC1,0.3959868,2.2825828,2.139223462704999e-08,3.6111132051063455e-08,7.669743846774578,False
NCF4,-0.61328506,2.6563542,2.18534033717189e-08,3.687715722531033e-08,7.660480917940376,False
TPI1P1,0.5516783,1.8503184,2.2032023999197876e-08,3.716603238731086e-08,7.65694560401555,False
GPC4,0.48427463,3.6420856,2.206135415090834e-08,3.7202958095966847e-08,7.656367833590404,False
PARP8,0.50754905,1.4316587,2.323635515866159e-08,3.917119885141873e-08,7.63383199412264,False
MAGIX,-0.38339466,1.1644416,2.3639495193338317e-08,3.983736972251149e-08,7.626361801779293,False
IGHJ4,-1.3722227,4.659496,2.471975442627419e-08,4.1643791149383745e-08,7.606955847978196,True
UQCR10,-0.37615252,5.121913,2.4792062083492763e-08,4.175153601127107e-08,7.605687349220993,False
ARL4A,-0.522717,3.6243637,2.4815716009450423e-08,4.1777299679209466e-08,7.605273189559255,False
EHD2,-1.0104041,4.0498266,2.4987644101027463e-08,4.2052581792372033e-08,7.602274688337534,True
EPS8L1,0.57104063,2.7408786,2.522826345732355e-08,4.2443242694016746e-08,7.598112642342409,False
GATA2,-0.41897917,1.3223377,2.636113072477701e-08,4.4334225907798536e-08,7.579035965208558,False
ADM2,0.50637186,1.617722,2.6515955992016436e-08,4.4579616664452656e-08,7.576492710443476,False
CXCL14,-0.9858093,6.105814,2.682668301064791e-08,4.508686220276959e-08,7.571433022416656,False
MAVS,-0.45359707,3.9357271,2.6899263714661017e-08,4.519365543457832e-08,7.570259607322353,False
ENSG00000272079,-0.51044905,2.165974,2.6980152478963233e-08,4.531433066671689e-08,7.5689556002317495,False
ABHD11,0.46908426,5.1225348,2.7214553176272575e-08,4.569266819387605e-08,7.565198791777634,False
TREM2,0.74702406,1.9518831,2.8251511401220588e-08,4.7417776772777086e-08,7.548958313308194,False
P3H3,0.4749595,1.9364412,2.826414193903141e-08,4.742305694468357e-08,7.5487641945944635,False
NPTX2,0.652419,1.5311911,2.8588745729927724e-08,4.795160303577277e-08,7.543804897965561,False
SVIL,-1.196096,3.1862497,2.8696249991539624e-08,4.811577798715564e-08,7.542174852896306,True
